src,tgt,src_lang,tgt_lang,domain
"prior to this , i have used asus zenfone 2 laser which is also functional presently .","ಇದಕ್ಕೂ ಮೊದಲು, ನಾನು ಆಸಸ್ ಝೆನ್‌ಫೋನ್ 2 ಲೇಸರ್ ಅನ್ನು ಬಳಸಿದ್ದೇನೆ, ಅದು ಪ್ರಸ್ತುತ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿದೆ.",English,Kannada,E
gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"""ಇಂಡಿಯಾ ಕಾ ಸ್ಮಾರ್ಟ್‌ಫೋನ್"" ಎಂದು ಹೇಳುವ ಆ ಸ್ಮಾರ್ಟ್‌ಫೋನ್ ತಯಾರಕರ ದಿನಗಳು ಹೋಗಿವೆ.",English,Kannada,E
now asus is the leader in this segment and above on the basis of my experience .,"ನನ್ನ ಅನುಭವದ ಆಧಾರದ ಮೇಲೆ, ಈ ವಿಭಾಗದಲ್ಲಿ ಈಗ ASUS ಮುಂಚೂಣಿಯಲ್ಲಿದ್ದು ಮೇಲ್ಮಟ್ಟದಲ್ಲಿದೆ.",English,Kannada,E
"the phone is sturdy , macho and robust .","ಈ ಫೋನ್ ದೃಢವಾಗಿದೆ, ಶಕ್ತಿಯುತವಾಗಿದೆ ಮತ್ತು ಅತಿಯಷ್ಟು ಬಲಿಷ್ಠವಾಗಿದೆ.",English,Kannada,E
battery back-up is excellent .,ಬ್ಯಾಟರಿ ಬ್ಯಾಕಪ್ ಅತ್ಯುತ್ತಮವಾಗಿದೆ.,English,Kannada,E
the phone is packed with 5000mah battery which proves its prowess .,"ಈ ಫೋನ್ 5000mah ಬ್ಯಾಟರಿಯನ್ನು ಹೊಂದಿದ್ದು, ಅದು ತನ್ನ ಶಕ್ತಿಯ ಸಮರ್ಥತೆಯನ್ನು ತೋರಿಸುತ್ತದೆ.",English,Kannada,E
it has dual volte by which one can use two jio sims &apos; .,"ಈ ಫೋನ್ ಡ್ಯೂಯಲ್ VoLTE ಸಾಮರ್ಥ್ಯವನ್ನು ಹೊಂದಿದ್ದು, ಒಂದು ವೇಳೆ ಬೇಕಾದರೆ ಎರಡು Jio ಸಿಮ್‌ಗಳನ್ನು ಬಳಸಬಹುದು.",English,Kannada,E
first of all thank you flipkart for fast delivery service .,"ಮೊದಲನೆಯದಾಗಿ,ಫ್ಲಿಪ್‌ಕಾರ್ಟ್‌ಗೆ  ತ್ವರಿತ ವಿತರಣಾ ಸೇವೆಗಾಗಿ ಧನ್ಯವಾದಗಳು.",English,Kannada,E
"camera is awsome specially in low light , sun light .","ಕ್ಯಾಮೆರಾ ವಿಶೇಷವಾಗಿ ಕಡಿಮೆ ಬೆಳಕಿನಲ್ಲಿ, ಸೂರ್ಯನ ಬೆಳಕಿನಲ್ಲಿ ಅದ್ಭುತವಾಗಿದೆ.",English,Kannada,E
although auto focus is overall good too .,"ಆದರೂ, ಸ್ವಯಂ ಕೇಂದ್ರೀಕರಣ (ಆಟೋ ಫೋಕಸ್) ಒಟ್ಟಾರೆ ಉತ್ತಮವಾಗಿದೆ.",English,Kannada,E
battery management could be better doesn &apos;t affect in normal use but drains a bit faster while playing heavy games like pubg .,"ಬ್ಯಾಟರಿ ನಿರ್ವಹಣೆ ಉತ್ತಮವಾಗಿರಬಹುದು. ಸಾಮಾನ್ಯ ಬಳಕೆಯಲ್ಲಿ ಅದು ಪರಿಣಾಮ ಬೀರುವುದಿಲ್ಲ, ಆದರೆ pubg ನಂತಹ ಭಾರೀ ಆಟಗಳನ್ನು ಆಡುವಾಗ ಸ್ವಲ್ಪ ವೇಗವಾಗಿ ಖಾಲಿಯಾಗುತ್ತದೆ.",English,Kannada,E
"processor sd636 works good , no heating issues found till now even pubg runs smoothly .","sd636 ಪ್ರೊಸೆಸರ್ ಚೆನ್ನಾಗಿ ಕೆಲಸ ಮಾಡುತ್ತಿದೆ, ಇಲ್ಲಿಯವರೆಗೆ ಯಾವುದೇ ತಾಪನ ಸಮಸ್ಯೆಗಳು ಕಂಡುಬಂದಿಲ್ಲ, pubg ಕೂಡ ಸರಾಗವಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತದೆ.",English,Kannada,E
review after using 12 days .,12 ದಿನಗಳ ಬಳಕೆಯ ನಂತರ ವಿಮರ್ಶೆ.,English,Kannada,E
not full size display in youtube .,ಯೂಟ್ಯೂಬ್‌ನಲ್ಲಿ ಪೂರ್ಣ ಗಾತ್ರದ ಪ್ರದರ್ಶನವಿಲ್ಲ.,English,Kannada,E
but it is awesome,ಆದರೆ ಅದು ಅದ್ಭುತವಾಗಿದೆ.,English,Kannada,E
value for money 5,ಹಣಕ್ಕೆ ತಕ್ಕ ಮೌಲ್ಯ 5,English,Kannada,E
i love this mobile .,ಈ ಮೊಬೈಲ್ ನನಗೆ ತುಂಬಾ ಇಷ್ಟ.,English,Kannada,E
best gaming phone under 15k,15 ಸಾವಿರದೊಳಗಿನ ಅತ್ಯುತ್ತಮ ಗೇಮಿಂಗ್ ಫೋನ್,English,Kannada,E
waste product no one purchase that kind of mobiles in any asus product,"ತ್ಯಾಜ್ಯ ಉತ್ಪನ್ನವನ್ನು, ಯಾರೂ ಯಾವುದೇ ಆಸಸ್ ಉತ್ಪನ್ನದಲ್ಲಿ ಅಂತಹ ಮೊಬೈಲ್‌ಗಳನ್ನು ಖರೀದಿಸುವುದಿಲ್ಲ.",English,Kannada,E
best mobiles in rs 12999,"12,999 ರೂ.ಗಳಲ್ಲಿ ಲಭ್ಯವಿರುವ ಅತ್ಯುತ್ತಮ ಮೊಬೈಲ್‌ಗಳು",English,Kannada,E
when calling often hang .,ಕರೆ ಮಾಡುವಾಗ ಆಗಾಗ್ಗೆ ಸ್ಥಗಿತಗೊಳ್ಳುತ್ತದೆ.,English,Kannada,E
some time hang some function .,ಕೆಲವು ಸಮಯ ಕೆಲವು ಕಾರ್ಯಗಳನ್ನು ಸ್ಥಗಿತಗೊಳಿಸಿ.,English,Kannada,E
all things are excellent except camera .,ಕ್ಯಾಮೆರಾ ಹೊರತುಪಡಿಸಿ ಎಲ್ಲವೂ ಚೆನ್ನಾಗಿದೆ.,English,Kannada,E
long battery life and 6gb ram is best pro for it .,ದೀರ್ಘ ಬ್ಯಾಟರಿ ಬಾಳಿಕೆ ಮತ್ತು 6gb RAM ಇದಕ್ಕೆ ಉತ್ತಮ ಪ್ರೊ.,English,Kannada,E
only thing that i am not able to cast my phone .,ನನ್ನ ಫೋನ್ ಅನ್ನು ಕಾಸ್ಟ್ ಮಾಡಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ ಎಂಬುದೇ ಏಕೈಕ ಸಮಸ್ಯೆ.,English,Kannada,E
there is some issue with screen mirroring .,ಪರದೆಯ ಪ್ರತಿಬಿಂಬಿಸುವಿಕೆಯಲ್ಲಿ ಕೆಲವು ಸಮಸ್ಯೆಗಳಿವೆ.,English,Kannada,E
please fix this issue to get more rating for the phone .,ಫೋನ್‌ಗೆ ಹೆಚ್ಚಿನ ರೇಟಿಂಗ್ ಪಡೆಯಲು ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯನ್ನು ಸರಿಪಡಿಸಿ.,English,Kannada,E
overall phone is working fine till now .,"ಒಟ್ಟಾರೆಯಾಗಿ, ಫೋನ್ ಇಲ್ಲಿಯವರೆಗೆ ಚೆನ್ನಾಗಿ ಕೆಲಸ ಮಾಡುತ್ತಿದೆ.",English,Kannada,E
nice product thank you asus and nice delivery time to time,"ಉತ್ತಮ ಉತ್ಪನ್ನ, ಆಸಸ್‌ಗೆ ಧನ್ಯವಾದಗಳು ಮತ್ತು ಸಮಯಕ್ಕೆ ಸರಿಯಾಗಿ ವಿತರಣೆ ಚೆನ್ನಾಗಿದೆ.",English,Kannada,E
"after using this product , i become die-hard fan of asus .","ಈ ಉತ್ಪನ್ನವನ್ನು ಬಳಸಿದ ನಂತರ, ನಾನು ಆಸಸ್‌ನ ಕಟ್ಟಾ ಅಭಿಮಾನಿಯಾದೆ.",English,Kannada,E
it &apos;s so amazing smartphone at so reasonable price .,ಇದು ಬಹಳ ಸಮಂಜಸವಾದ ಬೆಲೆಯಲ್ಲಿ ಅದ್ಭುತವಾದ ಸ್ಮಾರ್ಟ್‌ಫೋನ್ ಆಗಿದೆ.,English,Kannada,E
loved everything of it .,ಅದರ ಬಗ್ಗೆ ನನಗೆ ತುಂಬಾ ಆಸಕ್ತಿ ಇತ್ತು .,English,Kannada,E
"actually , in fact , after buying it i become so addictive to it , spent hours .","ವಾಸ್ತವವಾಗಿ, ವಾಸ್ತವವಾಗಿ, ಅದನ್ನು ಖರೀದಿಸಿದ ನಂತರ ನಾನು ಅದಕ್ಕೆ ತುಂಬಾ ವ್ಯಸನಿಯಾಗಿದ್ದೇನೆ, ಗಂಟೆಗಟ್ಟಲೆ ಕಳೆದಿದ್ದೇನೆ.",English,Kannada,E
"ya , i know never to get addict to something but this is so marvelous .","ಹೌದು, ನನಗೆ ಎಂದಿಗೂ ಯಾವುದಕ್ಕೂ ವ್ಯಸನಿಯಾಗಬಾರದು ಎಂದು ತಿಳಿದಿದೆ ಆದರೆ ಇದು ತುಂಬಾ ಅದ್ಭುತವಾಗಿದೆ.",English,Kannada,E
keep it up asus !,ಆಸಸ್ ಮುಂದುವರಿಸಿ!,English,Kannada,E
thanks for coming in my life .,ನನ್ನ ಜೀವನದಲ್ಲಿ ಬಂದಿದ್ದಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು.,English,Kannada,E
for this price its performance really awesome this is my first time comment after purchasing of several mobiles,"ಈ ಬೆಲೆಗೆ ಇದರ ಕಾರ್ಯಕ್ಷಮತೆ ನಿಜಕ್ಕೂ ಅದ್ಭುತವಾಗಿದೆ, ಹಲವಾರು ಮೊಬೈಲ್‌ಗಳನ್ನು ಖರೀದಿಸಿದ ನಂತರ ಇದು ನನ್ನ ಮೊದಲ ಕಾಮೆಂಟ್.",English,Kannada,E
best mobile it &apos;s really good,ಇದು ಅತ್ಯುತ್ತಮ ಮೊಬೈಲ್ &  ನಿಜವಾಗಿಯೂ ಒಳ್ಳೆಯದು,English,Kannada,E
best and good performance and compare to all prices mobiles this is the best .,ಅತ್ಯುತ್ತಮ ಮತ್ತು ಉತ್ತಮ ಕಾರ್ಯಕ್ಷಮತೆ ಮತ್ತು ಎಲ್ಲಾ ಬೆಲೆಗಳ ಮೊಬೈಲ್‌ಗಳಿಗೆ ಹೋಲಿಸಿದರೆ ಇದು ಅತ್ಯುತ್ತಮವಾಗಿದೆ.,English,Kannada,E
"it mainly good on speed , gaming , accessibility , easy to access , better battery , good processor , . etc are best in this mobile so make chance to buy this one","ಇದು ಮುಖ್ಯವಾಗಿ ವೇಗ, ಗೇಮಿಂಗ್, ಪ್ರವೇಶಸಾಧ್ಯತೆ, ಸುಲಭವಾಗಿ ಪ್ರವೇಶಿಸುವುದು, ಉತ್ತಮ ಬ್ಯಾಟರಿ, ಉತ್ತಮ ಪ್ರೊಸೆಸರ್ ಇತ್ಯಾದಿಗಳಲ್ಲಿ ಉತ್ತಮವಾಗಿದೆ, ಆದ್ದರಿಂದ ಇದನ್ನು ಖರೀದಿಸಲು ಅವಕಾಶವನ್ನು ಪಡೆದುಕೊಳ್ಳಿ.",English,Kannada,E
best smartphone in the 15k segment .,15 ಸಾವಿರ ವಿಭಾಗದಲ್ಲಿ ಅತ್ಯುತ್ತಮ ಸ್ಮಾರ್ಟ್‌ಫೋನ್.,English,Kannada,E
# error !,#ದೋಷ!,English,Kannada,E
# error !,#ದೋಷ!,English,Kannada,E
# error !,#ದೋಷ!,English,Kannada,E
# error !,#ದೋಷ!,English,Kannada,E
# error !,#ದೋಷ!,English,Kannada,E
for a smartphone in 15k range it stands quite good with other competitors .,"15 ಸಾವಿರ ಶ್ರೇಣಿಯ ಸ್ಮಾರ್ಟ್‌ಫೋನ್‌ಗೆ, ಇದು ಇತರ ಸ್ಪರ್ಧಿಗಳಿಗಿಂತ ಉತ್ತಮವಾಗಿದೆ.",English,Kannada,E
i personally liked the smartphone very much .,ನನಗೆ ವೈಯಕ್ತಿಕವಾಗಿ ಸ್ಮಾರ್ಟ್‌ಫೋನ್ ತುಂಬಾ ಇಷ್ಟವಾಯಿತು.,English,Kannada,E
"nice ram management , i bought this product 12k , valu for mony","ಉತ್ತಮ RAM ನಿರ್ವಹಣೆ, ನಾನು ಈ ಉತ್ಪನ್ನವನ್ನು 12 ಸಾವಿರಕ್ಕೆ ಖರೀದಿಸಿದೆ, ಹಣಕ್ಕೆ ತಕ್ಕ ಮೌಲ್ಯ.",English,Kannada,E
very bad camera clarity .,ಕ್ಯಾಮೆರಾ ಸ್ಪಷ್ಟತೆ ತುಂಬಾ ಕೆಟ್ಟದಾಗಿದೆ.,English,Kannada,E
valuable product below 15000,15000 ಕ್ಕಿಂತ ಕಡಿಮೆ ಬೆಲೆಬಾಳುವ ಉತ್ಪನ್ನ,English,Kannada,E
surprisingly amazed by the quality and first class performance .,ಗುಣಮಟ್ಟ ಮತ್ತು ಪ್ರಥಮ ದರ್ಜೆಯ ಕಾರ್ಯಕ್ಷಮತೆಯಿಂದ ಆಶ್ಚರ್ಯಕರವಾಗಿ ಆಶ್ಚರ್ಯಚಕಿತರಾದರು.,English,Kannada,E
thanks to flipkart and asus for making such a good gadget affordable .,ಇಷ್ಟು ಒಳ್ಳೆಯ ಗ್ಯಾಜೆಟ್ ಅನ್ನು ಕೈಗೆಟುಕುವಂತೆ ಮಾಡಿದ್ದಕ್ಕಾಗಿ ಫ್ಲಿಪ್‌ಕಾರ್ಟ್ ಮತ್ತು ಆಸಸ್‌ಗೆ ಧನ್ಯವಾದಗಳು.,English,Kannada,E
"no complaints till date , i am a happy customer .","ಇಲ್ಲಿಯವರೆಗೆ ಯಾವುದೇ ದೂರುಗಳಿಲ್ಲ, ನಾನು ಸಂತೋಷದ ಗ್ರಾಹಕ.",English,Kannada,E
awesome mobile at this price .,ಈ ಬೆಲೆಗೆ ಅದ್ಭುತ ಮೊಬೈಲ್.,English,Kannada,E
one of its amazing feature which is not present in any mobile is it &apos;s connectivity with external hard disk .,ಯಾವುದೇ ಮೊಬೈಲ್‌ನಲ್ಲಿ ಇಲ್ಲದಿರುವ ಅದರ ಅದ್ಭುತ ವೈಶಿಷ್ಟ್ಯವೆಂದರೆ ಅದು ಬಾಹ್ಯ ಹಾರ್ಡ್ ಡಿಸ್ಕ್‌ನೊಂದಿಗೆ ಸಂಪರ್ಕ ಹೊಂದಿದೆ.,English,Kannada,E
it supports 1 tb hard disk just like laptop .,ಇದು ಲ್ಯಾಪ್‌ಟಾಪ್‌ನಂತೆಯೇ 1 ಟಿಬಿ ಹಾರ್ಡ್ ಡಿಸ್ಕ್ ಅನ್ನು ಬೆಂಬಲಿಸುತ್ತದೆ.,English,Kannada,E
mobile is unable to connect to the wifi .,ಮೊಬೈಲ್ ವೈಫೈಗೆ ಸಂಪರ್ಕಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ.,English,Kannada,E
looks like its an defect piece .,ಅದು ದೋಷಪೂರಿತ ತುಣುಕಿನಂತೆ ಕಾಣುತ್ತದೆ.,English,Kannada,E
best battery in this budget lasts almost two days,ಈ ಬಜೆಟ್ ನಲ್ಲಿ ಅತ್ಯುತ್ತಮ ಬ್ಯಾಟರಿ ಸುಮಾರು ಎರಡು ದಿನಗಳವರೆಗೆ ಇರುತ್ತದೆ,English,Kannada,E
awesome camera both rear and selfie,ಹಿಂಭಾಗ ಮತ್ತು ಸೆಲ್ಫಿ ಎರಡರಲ್ಲೂ ಅದ್ಭುತ ಕ್ಯಾಮೆರಾ,English,Kannada,E
camera app not much user friendly,ಕ್ಯಾಮೆರಾ ಅಪ್ಲಿಕೇಶನ್ ತುಂಬಾ ಬಳಕೆದಾರ ಸ್ನೇಹಿ ಆಗಿಲ್ಲ.,English,Kannada,E
best buy in this price range .,ಈ ಬೆಲೆ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಉತ್ತಮ ಖರೀದಿ.,English,Kannada,E
"okayish camera quality , memory expandability and battery life !","ಕ್ಯಾಮೆರಾ ಗುಣಮಟ್ಟ, ಮೆಮೊರಿ ವಿಸ್ತರಣೆ ಮತ್ತು ಬ್ಯಾಟರಿ ಬಾಳಿಕೆ ಚೆನ್ನಾಗಿದೆ!",English,Kannada,E
i am using the phone since november .,ನಾನು ನವೆಂಬರನಿಂದ  ಫೋನ್ ಬಳಸುತ್ತಿದ್ದೇನೆ.,English,Kannada,E
its an excellent phone and suits all my requirements .,ಇದು ಅತ್ಯುತ್ತಮ ಫೋನ್ ಮತ್ತು ನನ್ನ ಎಲ್ಲಾ ಅವಶ್ಯಕತೆಗಳನ್ನು ಪೂರೈಸುತ್ತದೆ.,English,Kannada,E
after using for 3 months,3 ತಿಂಗಳು ಬಳಸಿದ ನಂತರ,English,Kannada,E
pros : the camera biggest plus is its battery .,ಸಾಧಕ : ಕ್ಯಾಮೆರಾದ ಅತ್ಯಂತ ದೊಡ್ಡ ಮುನ್ಸೂಚನೆಯೇ ಅದರ ಬ್ಯಾಟರಿ.,English,Kannada,E
way better than xiomi .,ಶಿಯೋಮಿಗಿಂತ ಉತ್ತಮ.,English,Kannada,E
screen display and touch are good .,ಪರದೆಯ ಪ್ರದರ್ಶನ ಮತ್ತು ಸ್ಪರ್ಶ ಉತ್ತಮವಾಗಿದೆ.,English,Kannada,E
sound quality and build is good .,ಧ್ವನಿ ಗುಣಮಟ್ಟ ಮತ್ತು ನಿರ್ಮಾಣ ಉತ್ತಮವಾಗಿದೆ.,English,Kannada,E
fits well in hand,ಕೈಯಲ್ಲಿ ಚೆನ್ನಾಗಿ ಹೊಂದಿಕೊಳ್ಳುತ್ತದೆ,English,Kannada,E
cons : selfie camera is not that great .,ಕಾನ್ಸ್: ಸೆಲ್ಫಿ ಕ್ಯಾಮೆರಾ ಅಷ್ಟು ಚೆನ್ನಾಗಿಲ್ಲ.,English,Kannada,E
camera app like b12 can be downloaded to take good custom selife .,ಉತ್ತಮ ಕಸ್ಟಮ್ ಸೆಲ್ಫಿ ತೆಗೆದುಕೊಳ್ಳಲು b12 ನಂತಹ ಕ್ಯಾಮೆರಾ ಅಪ್ಲಿಕೇಶನ್ ಅನ್ನು ಡೌನ್‌ಲೋಡ್ ಮಾಡಬಹುದು.,English,Kannada,E
gallery : no pre installed gallery .,ಗ್ಯಾಲರಿ: ಮೊದಲೇ ಸ್ಥಾಪಿಸಲಾದ ಗ್ಯಾಲರಿ ಇಲ್ಲ.,English,Kannada,E
no text editing options in pics .,ಚಿತ್ರಗಳಲ್ಲಿ ಪಠ್ಯ ಸಂಪಾದನೆ ಆಯ್ಕೆಗಳಿಲ್ಲ.,English,Kannada,E
again download any gallery app of your preference,ನಿಮ್ಮ ಆದ್ಯತೆಯ ಯಾವುದೇ ಗ್ಯಾಲರಿ ಅಪ್ಲಿಕೇಶನ್ ಅನ್ನು ಮತ್ತೊಮ್ಮೆ ಡೌನ್‌ಲೋಡ್ ಮಾಡಿ.,English,Kannada,E
call record and conference : call recording option not there .,ಕರೆ ರೆಕಾರ್ಡ್ ಮತ್ತು ಕಾನ್ಫರೆನ್ಸ್: ಕರೆ ರೆಕಾರ್ಡಿಂಗ್ ಆಯ್ಕೆ ಇಲ್ಲ.,English,Kannada,E
after using of 6 month this mobile getting hanged and lots of application not working properly,6 ತಿಂಗಳ ಬಳಕೆಯ ನಂತರ ಈ ಮೊಬೈಲ್ ಸ್ಥಗಿತಗೊಂಡಿದೆ ಮತ್ತು ಬಹಳಷ್ಟು ಅಪ್ಲಿಕೇಶನ್‌ಗಳು ಸರಿಯಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿಲ್ಲ.,English,Kannada,E
not good as expected,ನಿರೀಕ್ಷಿಸಿದಷ್ಟು ಚೆನ್ನಾಗಿಲ್ಲ.,English,Kannada,E
best product in the budget smartphone segment .,ಬಜೆಟ್ ಸ್ಮಾರ್ಟ್‌ಫೋನ್ ವಿಭಾಗದಲ್ಲಿ ಅತ್ಯುತ್ತಮ ಉತ್ಪನ್ನ.,English,Kannada,E
camera with google camera it phenomenal,ಗೂಗಲ್ ಕ್ಯಾಮೆರಾ ಜೊತೆ ಕ್ಯಾಮೆರಾ ಅದ್ಭುತ.,English,Kannada,E
this phone is an all rounder from every aspect .,ಈ ಫೋನ್ ಪ್ರತಿಯೊಂದು ಅಂಶದಿಂದಲೂ ಸರ್ವತೋಮುಖವಾಗಿದೆ.,English,Kannada,E
the 6gb variant blazes through every task throw at it .,6gb ರೂಪಾಂತರವು ಪ್ರತಿಯೊಂದು ಕೆಲಸದಲ್ಲೂ ಮಿಂಚುತ್ತದೆ.,English,Kannada,E
the screen is decent and the viewing angles are good .,ಪರದೆಯು ಉತ್ತಮವಾಗಿದೆ ಮತ್ತು ನೋಡುವ ಕೋನಗಳು ಉತ್ತಮವಾಗಿವೆ.,English,Kannada,E
the only problems are ( i ) no screen protection ( ii ) the battery drain issue .,ಒಂದೇ ಸಮಸ್ಯೆಗಳೆಂದರೆ (i) ಪರದೆಯ ರಕ್ಷಣೆ ಇಲ್ಲದಿರುವುದು (ii) ಬ್ಯಾಟರಿ ಡ್ರೈನ್ ಸಮಸ್ಯೆ.,English,Kannada,E
good phone in the range and awesome experience using it,ಉತ್ತಮ ಫೋನ್ ಮತ್ತು ಅದನ್ನು ಬಳಸುವ ಅನುಭವ ಅದ್ಭುತವಾಗಿದೆ.,English,Kannada,E
good camera back and front .,ಉತ್ತಮ ಕ್ಯಾಮೆರಾ ಹಿಂಭಾಗ ಮತ್ತು ಮುಂಭಾಗ.,English,Kannada,E
"con : 1.looks , 2.bettery performance 3 weight and old model 4.screen not gorilla glass 3","ಕಾನ್: 1. ನೋಟ, 2. ಉತ್ತಮ ಕಾರ್ಯಕ್ಷಮತೆ 3 ತೂಕ ಮತ್ತು ಹಳೆಯ ಮಾದರಿ 4. ಗೊರಿಲ್ಲಾ ಗ್ಲಾಸ್ ಅಲ್ಲದ ಪರದೆ 3",English,Kannada,E
very happy with the performance of asus zenfone max pro m1 .,ಆಸಸ್ ಝೆನ್‌ಫೋನ್ ಮ್ಯಾಕ್ಸ್ ಪ್ರೊ ಎಂ1 ಕಾರ್ಯಕ್ಷಮತೆಯಿಂದ ತುಂಬಾ ಸಂತೋಷವಾಗಿದೆ.,English,Kannada,E
"the battery performance , display quality , camera quality is amazing .","ಬ್ಯಾಟರಿ ಕಾರ್ಯಕ್ಷಮತೆ, ಪ್ರದರ್ಶನ ಗುಣಮಟ್ಟ, ಕ್ಯಾಮೆರಾ ಗುಣಮಟ್ಟ ಅದ್ಭುತವಾಗಿದೆ.",English,Kannada,E
"poor camera , decent ui .","ಕಳಪೆ ಕ್ಯಾಮೆರಾ, ಉತ್ತಮ ಬಳಕೆದಾರ ಇಂಟರ್ಫೇಸ್.",English,Kannada,E
good at the range .,ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಒಳ್ಳೆಯದು.,English,Kannada,E
with 6 gb ram,6 ಜಿಬಿ ರಾಮ್ ಜೊತೆಗೆ,English,Kannada,E
"don &apos;t buy this mobile with complete mobile protection 1 year plan , jeeves and flipkart cheating the people .","ಸಂಪೂರ್ಣ ಮೊಬೈಲ್ ರಕ್ಷಣೆಯ 1 ವರ್ಷದ ಯೋಜನೆ, ಜೀವ್ಸ್ ಮತ್ತು ಫ್ಲಿಪ್‌ಕಾರ್ಟ್ ಜನರನ್ನು ಮೋಸ ಮಾಡುತ್ತಿವೆ ಈ ಮೊಬೈಲ್ ಅನ್ನು ಖರೀದಿಸಬೇಡಿ.",English,Kannada,E
i buy my mobile with complete mobile protection plan dated on 05-oct-18 rs.499 / - .,ನಾನು ನನ್ನ ಮೊಬೈಲ್ ಅನ್ನು ಸಂಪೂರ್ಣ ಮೊಬೈಲ್ ಪ್ರೊಟೆಕ್ಷನ್ ಪ್ಲಾನ್ ಜೊತೆಗೆ 05-ಅಕ್ಟೋಬರ್-18 ರಂದು ru.499 /-ಗೆ ಖರೀದಿಸಿದೆ.,English,Kannada,E
